spkid,GM,diameter,extent,class
2113279,,6.085,,MBA
2113281,,4.089,,MBA
2113282,,6.832,,MBA
2113283,,7.445,,MBA
2113285,,2.07,,MBA
2113286,,6.427,,OMB
2113290,,3.742,,MBA
2113292,,2.429,,MBA
2113293,,3.928,,MBA
2113294,,4.867,,MBA
2113296,,5.955,,MBA
2113299,,12.344,,MBA
2113300,,6.952,,MBA
2113301,,4.514,,MBA
2113302,,1.998,,MBA
2113303,,7.496,,MBA
2113304,,2.731,,MBA
2113306,,4.21,,MBA
2113307,,4.077,,MBA
2113308,,4.12,,MBA
2113311,,4.826,,MBA
2113314,,5.886,,MBA
2113319,,5.526,,MBA
2113320,,3.597,,MBA
2113323,,6.333,,MBA
2113329,,4.258,,OMB
2113332,,4.839,,MBA
2113333,,4.927,,MBA
2113337,,7.097,,MBA
2113338,,6.251,,MBA
2113342,,3.552,,MBA
2113343,,7.478,,MBA
2113344,,4.905,,MBA
2113346,,4.839,,MBA
2113347,,5.815,,MBA
2113351,,2.805,,MBA
2113358,,3.231,,MBA
2113361,,9.024,,MBA
2113363,,3.469,,MBA
2113367,,8.091,,MBA
2113368,,9.492,,OMB
2113371,,6.616,,OMB
2113379,,2.869,,MBA
2113383,,2.638,,MBA
2113384,,3.598,,MBA
2113385,,10.6,,OMB
2113389,,4.128,,MBA
2113390,,2.196,,MBA
2113393,,4.801,,MBA
2113396,,2.27,,MBA
2113398,,6.234,,MBA
2113400,,7.137,,MBA
2113401,,4.73,,MBA
2113402,,4.238,,MBA
2113404,,3.275,,MBA
2113405,,4.152,,MBA
2113406,,8.581,,OMB
2113407,,4.731,,MBA
2113408,,6.622,,MBA
2113409,,2.694,,MBA
2113411,,4.677,,MBA
2113413,,2.285,,MBA
2113414,,4.171,,MBA
2113419,,2.924,,MBA
2113422,,5.765,,MBA
2113425,,3.754,,MBA
2113426,,4.135,,MBA
2113430,,7.255,,OMB
2113434,,1.895,,MBA
2113438,,3.066,,MBA
2113440,,4.664,,MBA
2113443,,4.964,,MBA
2113447,,4.914,,MBA
2113448,,4.217,,MBA
2113449,,6.773,,MBA
2113450,,4.582,,MBA
2113461,,1.93,,MBA
2113465,,3.591,,MBA
2113474,,6.257,,MBA
2113475,,5.756,,MBA
2113476,,3.714,,MBA
2113479,,2.97,,MBA
2113480,,3.823,,MBA
2113491,,5.778,,MBA
2113495,,3.376,,MBA
2113496,,4.846,,MBA
2113498,,4.653,,MBA
2113500,,8.238,,MBA
2113501,,4.843,,MBA
2113503,,6.729,,MBA
2113504,,4.357,,MBA
2113505,,4.102,,MBA
2113507,,9.675,,MBA
2113510,,6.502,,MBA
2113512,,7.088,,OMB
2113513,,1.576,,MBA
2113518,,1.69,,MBA
2113521,,4.338,,MBA
2113524,,7.72,,MBA
2113526,,4.019,,MBA
2113529,,3.198,,MBA
2113536,,2.851,,MBA
2113537,,4.239,,MBA
2113539,,6.078,,OMB
2113540,,2.807,,MBA
2113542,,7.785,,MBA
2113544,,5.474,,MBA
2113549,,4.312,,MBA
2113551,,4.484,,OMB
2113554,,3.33,,MBA
2113555,,6.914,,MBA
2113556,,5.989,,MBA
2113558,,2.95,,MBA
2113562,,5.425,,MBA
2113563,,3.622,,MBA
2113564,,4.976,,MBA
2113565,,4.172,,MBA
2113569,,5.542,,MBA
2113570,,1.496,,MBA
2113573,,2.19,,MBA
2113574,,1.757,,MBA
2113577,,10.19,,MBA
2113580,,4.513,,MBA
2113584,,7.941,,MBA
2113594,,4.769,,MBA
2113595,,2.224,,MBA
2113598,,6.83,,MBA
2113601,,6.785,,MBA
2113603,,1.994,,MBA
2113606,,2.177,,MBA
2113607,,7.652,,MBA
2113609,,3.328,,MBA
2113614,,4.128,,MBA
2113615,,2.285,,MBA
2113617,,4.177,,OMB
2113619,,5.459,,MBA
2113620,,4.695,,MBA
2113621,,5.361,,MBA
2113622,,4.583,,MBA
2113627,,2.461,,MBA
2113628,,9.586,,MBA
2113632,,3.695,,MBA
2113636,,4.888,,MBA
2113638,,1.802,,MBA
2113644,,2.784,,MBA
2113649,,5.172,,MBA
2113650,,1.893,,MBA
2113651,,1.766,,MBA
2113655,,6.74,,MBA
2113656,,6.363,,MBA
2113659,,5.057,,MBA
2113662,,3.923,,MBA
2113664,,1.643,,MBA
2113666,,8.202,,MBA
2113667,,7.936,,OMB
2113669,,4.332,,MBA
2113670,,4.628,,MBA
2113671,,6.42,,MBA
2113673,,6.201,,MBA
2113674,,2.027,,MBA
2113677,,5.82,,MBA
2113678,,5.217,,MBA
2113683,,4.286,,MBA
2113684,,6.861,,MBA
2113686,,4.443,,MBA
2113687,,8.694,,MBA
2113688,,2.223,,MBA
2113689,,6.054,,MBA
2113691,,2.759,,MBA
2113696,,5.156,,MBA
2113700,,4.076,,MBA
2113701,,5.5,,MBA
2113702,,6.683,,OMB
2113704,,4.732,,MBA
2113706,,3.914,,MBA
2113707,,6.45,,MBA
2113708,,4.21,,MBA
2113709,,3.23,,MBA
2113710,,5.916,,MBA
2113712,,7.204,,MBA
2113713,,8.557,,MBA
2113715,,6.503,,MBA
2113719,,3.481,,MBA
2113720,,4.618,,MBA
2113721,,3.994,,MBA
2113723,,5.119,,OMB
2113724,,9.783,,MBA
2113726,,2.181,,MBA
2113727,,2.408,,MBA
2113730,,2.996,,MBA
2113736,,4.121,,MBA
2113738,,2.365,,MBA
2113739,,2.289,,MBA
2113740,,4.482,,MBA
2113741,,4.521,,MBA
2113742,,2.819,,MBA
2113743,,1.731,,MBA
2113744,,7.338,,MBA
2113745,,2.48,,MBA
2113748,,8.23,,OMB
2113749,,6.648,,MBA
2113751,,8.038,,MBA
2113752,,3.086,,MBA
2113753,,5,,MBA
2113757,,4.109,,MBA
2113759,,8.249,,MBA
2113760,,5.438,,MBA
2113761,,5.992,,MBA
2113763,,7.388,,MBA
2113766,,4.679,,MBA
2113768,,4.02,,MBA
2113769,,2.915,,MBA
2113770,,6.339,,MBA
2113772,,4.557,,MBA
2113774,,1.905,,MBA
2113775,,3.916,,MBA
2113776,,4.23,,MBA
2113779,,5.339,,MBA
2113783,,8.43,,MBA
2113785,,9.33,,MBA
2113786,,4.817,,MBA
2113792,,3.532,,MBA
2113794,,7.192,,MBA
2113795,,6.592,,MBA
2113796,,3.299,,MBA
2113797,,9.03,,MBA
2113802,,4.626,,MBA
2113804,,6.811,,MBA
2113806,,3.604,,MBA
2113807,,7.043,,MBA
2113808,,5.672,,MBA
2113809,,5.436,,OMB
2113813,,3.939,,MBA
2113816,,4.374,,MBA
2113820,,4.389,,MBA
2113821,,2.174,,MBA
2113822,,3.893,,MBA
2113825,,6.313,,OMB
2113827,,6.031,,MBA
2113828,,5.06,,MBA
2113831,,4.367,,MBA
2113832,,4.778,,MBA
2113833,,3.966,,MBA
2113834,,6.6,,MBA
2113835,,8.094,,OMB
2113836,,7.186,,MBA
2113837,,2.596,,MBA
2113838,,2.57,,MBA
2113839,,6.104,,OMB
2113840,,4.206,,MBA
2113841,,4.991,,MBA
2113844,,2.28,,MBA
2113846,,2.761,,MBA
2113847,,6.244,,MBA
2113848,,5.774,,OMB
2113849,,3.987,,MBA
2113850,,3.694,,MBA
2113851,,6.132,,MBA
2113852,,3.316,,MBA
2113853,,5.414,,MBA
2113854,,5.833,,MBA
2113862,,5.269,,OMB
2113863,,7.283,,MBA
2113872,,5.598,,MBA
2113874,,4.302,,MBA
2113875,,1.567,,MBA
2113877,,5.445,,MBA
2113878,,3.172,,MBA
2113884,,4.041,,MBA
2113887,,2.882,,MBA
2113889,,5.631,,MBA
2113892,,4.928,,MBA
2113893,,2.021,,MBA
2113894,,2.583,,MBA
2113896,,6.029,,OMB
2113898,,6.701,,MBA
2113899,,6.699,,MBA
2113904,,4.479,,MBA
2113905,,4.946,,MBA
2113906,,4.285,,MBA
2113909,,5.33,,MBA
2113911,,2.919,,MBA
2113912,,7.474,,MBA
2113916,,8.353,,MBA
2113917,,7.028,,OMB
2113919,,2.287,,MBA
2113920,,5.489,,MBA
2113921,,2.695,,MBA
2113923,,2.478,,MBA
2113926,,8.391,,MBA
2113927,,2.363,,MBA
2113929,,4.378,,MBA
2113931,,9.756,,MBA
2113932,,5.212,,MBA
2113933,,2.516,,MBA
2113935,,3.701,,MBA
2113937,,2.593,,MBA
2113938,,6.637,,MBA
2113939,,2.594,,MBA
2113940,,7.166,,OMB
2113942,,2.532,,MBA
2113943,,3.798,,MBA
2113944,,3.808,,MBA
2113946,,2.624,,MBA
2113949,,7.255,,MBA
2113950,,2.889,,MBA
2113951,,6.546,,MBA
2113953,,6.771,,MBA
2113954,,6.433,,MBA
2113956,,2.219,,MBA
2113957,,3.951,,MBA
2113959,,2.116,,MBA
2113961,,4.313,,MBA
2113962,,5.201,,MBA
2113968,,6.382,,MBA
2113969,,1.922,,MBA
2113971,,5.976,,MBA
2113972,,2.061,,MBA
2113976,,7.054,,MBA
2113979,,5.849,,MBA
2113980,,5.712,,MBA
2113982,,2.364,,MBA
2113985,,5.966,,MBA
2113986,,7.325,,MBA
2113990,,1.656,,MBA
2113991,,3.036,,MBA
2113999,,5.315,,MBA
2114003,,3.859,,MBA
2114007,,8.274,,OMB
2114013,,3.318,,MBA
2114015,,1.79,,MBA
2114018,,4.71,,MBA
2114019,,4.151,,MBA
2114020,,6.086,,MBA
2114025,,4.743,,MBA
2114026,,4.285,,MBA
2114031,,4.246,,MBA
2114032,,1.766,,MBA
2114033,,4.916,,MBA
2114035,,6.779,,OMB
2114036,,5.372,,MBA
2114041,,1.773,,MBA
2114042,,3.278,,MBA
2114044,,5.546,,MBA
2114046,,3.334,,MBA
2114047,,5.348,,MBA
2114048,,6.131,,MBA
2114050,,5.655,,OMB
2114054,,3.35,,MBA
2114063,,6.266,,MBA
2114065,,5.289,,MBA
2114068,,2.483,,MBA
2114069,,3.881,,MBA
2114072,,7.131,,MBA
2114073,,3.601,,MBA
2114076,,2.74,,MBA
2114078,,2.302,,MBA
2114079,,5.948,,MBA
2114082,,4.695,,MBA
2114083,,6.855,,MBA
2114086,,3.151,,MBA
2114091,,2.99,,MBA
2114092,,6.344,,OMB
2114093,,1.73,,MBA
2114094,,5.783,,MBA
2114100,,2.039,,MBA
2114106,,3.046,,MBA
2114107,,2.303,,MBA
2114110,,3.277,,MBA
2114114,,8.399,,MBA
2114117,,5.274,,MBA
2114120,,7.704,,OMB
2114121,,1.956,,MBA
2114124,,3.678,,MBA
2114126,,1.404,,MBA
2114127,,2.324,,MBA
2114135,,4.286,,MBA
2114136,,8.799,,MBA
2114137,,1.435,,MBA
2114138,,6.849,,MBA
2114139,,4.152,,MBA
2114143,,5.447,,MBA
2114148,,2.3,,MBA
2114150,,2.64,,MBA
2114151,,5.082,,MBA
2114152,,3.976,,MBA
2114157,,3.941,,MBA
2114161,,3.748,,MBA
2114162,,7,,MBA
2114165,,2.827,,MBA
2114166,,5.605,,MBA
2114171,,2.991,,MBA
2114172,,6.8,,MBA
2114173,,4.11,,OMB
2114174,,3.473,,MBA
2114176,,2.9,,MBA
2114179,,5.724,,MBA
2114182,,3.898,,MBA
2114183,,3.006,,MBA
2114184,,2.339,,MBA
2114185,,1.791,,MBA
2114187,,8.941,,OMB
2114189,,3.499,,MBA
2114190,,10.242,,MBA
2114191,,1.5,,MBA
2114193,,3.501,,MBA
2114196,,5.594,,OMB
2114197,,1.666,,MBA
2114198,,4.587,,MBA
2114201,,3.761,,MBA
2114202,,3.922,,MBA
2114205,,1.999,,MBA
2114210,,5.293,,MBA
2114211,,3.257,,MBA
2114215,,2.438,,MBA
2114216,,4.147,,MBA
2114217,,2.995,,MBA
2114221,,4.39,,MBA
2114226,,2.164,,MBA
2114228,,3.572,,MBA
2114229,,5.649,,MBA
2114231,,3.701,,MBA
2114234,,4.381,,MBA
2114236,,6.978,,MBA
2114237,,7.872,,MBA
2114238,,3.623,,MBA
2114241,,4.605,,OMB
2114242,,6.302,,MBA
2114243,,9.065,,MBA
2114248,,6.52,,MBA
2114251,,5.194,,MBA
2114252,,1.455,,MBA
2114253,,2.469,,MBA
2114256,,5.054,,MBA
2114259,,3.688,,MBA
2114261,,2.578,,MBA
2114263,,1.943,,MBA
2114265,,3.74,,MBA
2114269,,3.526,,MBA
2114272,,4.126,,MBA
2114275,,4.691,,OMB
2114278,,8.546,,MBA
2114279,,3.67,,MBA
2114283,,2.388,,MBA
2114286,,5.005,,MBA
2114288,,3.535,,MBA
2114289,,1.877,,MBA
2114293,,7.05,,MBA
2114294,,4.118,,MBA
2114296,,5.876,,MBA
2114298,,2.122,,MBA
2114299,,1.966,,MBA
2114310,,5.199,,MBA
2114314,,5.751,,MBA
2114317,,2.257,,MBA
2114319,,1.728,,MCA
2114321,,1.803,,MBA
2114322,,5.961,,MBA
2114327,,3.516,,MBA
2114328,,1.536,,MBA
2114334,,4.498,,MBA
2114335,,3.844,,MBA
2114339,,6.942,,MBA
2114340,,1.737,,MBA
2114346,,5.951,,MBA
2114347,,1.621,,MBA
2114348,,3.92,,MBA
2114349,,1.386,,MBA
2114350,,4.546,,MBA
2114352,,1.365,,MBA
2114356,,2.723,,MBA
2114358,,3.094,,MBA
2114359,,2.858,,MBA
2114360,,1.33,,MBA
2114361,,5.079,,MBA
2114363,,1.427,,MBA
2114365,,2.676,,MBA
2114371,,5.892,,MBA
2114373,,7.09,,MBA
2114376,,3.689,,MBA
2114383,,2.553,,MBA
2114384,,7.673,,MBA
2114390,,2.384,,MBA
2114394,,4.084,,MBA
2114395,,8.501,,MBA
2114398,,1.369,,MBA
2114400,,5.597,,MBA
2114401,,5.561,,MBA
2114404,,3.702,,MBA
2114408,,4.945,,MBA
2114418,,3.061,,MBA
2114419,,1.649,,MBA
2114424,,3.472,,MBA
2114425,,4.256,,MBA
2114427,,5.945,,MBA
2114428,,2.009,,MBA
2114433,,7.597,,OMB
2114434,,2.752,,MBA
2114437,,5.774,,MBA
2114441,,4.982,,MBA
2114447,,2.554,,MBA
2114453,,6.999,,OMB
2114459,,1.694,,MBA
2114460,,5.301,,MBA
2114465,,6.255,,MBA
2114466,,9.168,,MBA
2114469,,2.61,,MBA
2114474,,1.731,,MBA
2114477,,1.547,,MBA
2114479,,3.001,,MBA
2114483,,1.424,,MBA
2114486,,3.916,,OMB
2114487,,1.741,,MBA
2114492,,1.92,,MBA
2114494,,3.583,,MBA
2114497,,2.905,,MBA
2114501,,3.105,,MBA
2114505,,5.018,,MBA
2114508,,4.337,,MBA
2114509,,4.421,,OMB
2114511,,3.938,,MBA
2114512,,3.374,,MBA
2114513,,8.894,,OMB
2114515,,5.504,,MBA
2114516,,2.786,,MBA
2114520,,5.94,,MBA
2114521,,7.167,,OMB
2114523,,1.427,,MBA
2114527,,1.624,,MBA
2114528,,6.187,,MBA
2114529,,2.896,,MBA
2114533,,13.393,,MBA
2114535,,3.632,,MBA
2114537,,4.259,,MBA
2114538,,1.951,,MBA
2114539,,3.717,,MBA
2114545,,3.478,,MBA
2114546,,1.379,,MBA
2114547,,4.693,,MBA
2114551,,4.615,,MBA
2114552,,9.642,,OMB
2114556,,2.176,,MBA
2114561,,1.536,,MBA
2114563,,1.527,,MBA
2114567,,7.054,,MBA
2114568,,3.507,,MBA
2114569,,7.163,,MBA
2114572,,5.575,,MBA
2114573,,5.194,,MBA
2114574,,7.193,,MBA
2114576,,6.557,,MBA
2114579,,3.538,,MBA
2114580,,3.955,,MBA
2114581,,4.881,,MBA
2114586,,6.058,,MBA
2114588,,1.59,,MBA
2114590,,5.304,,MBA
2114594,,5.892,,MBA
2114599,,11.541,,MBA
2114600,,3.701,,MBA
2114613,,5.749,,MBA
2114614,,8.008,,MBA
2114615,,3.671,,MBA
2114618,,3.516,,MBA
2114619,,3.554,,MBA
2114620,,7.429,,MBA
2114621,,3.827,,MBA
2114624,,4.108,,MBA
2114626,,7.243,,MBA
2114629,,3.644,,MBA
2114632,,5.93,,MBA
2114635,,6.354,,MBA
2114637,,2.197,,MBA
2114638,,3.673,,MBA
2114639,,4.869,,OMB
2114640,,7.021,,MBA
2114647,,10.878,,OMB
2114649,,6.514,,OMB
2114650,,8.172,,MBA
2114652,,3.284,,MBA
2114653,,4.204,,MBA
2114654,,7.142,,MBA
2114655,,1.452,,IMB
2114656,,6.784,,MBA
2114657,,7.586,,MBA
2114658,,5.237,,MBA
2114663,,6.092,,MBA
2114666,,6.39,,MBA
2114668,,5.971,,MBA
2114669,,6.124,,MBA
2114674,,3.709,,MBA
2114675,,7.683,,MBA
2114676,,7.349,,OMB
2114677,,4.626,,MBA
2114680,,5.837,,MBA
2114681,,3.172,,MBA
2114682,,3.363,,MBA
2114684,,8.409,,MBA
2114691,,1.265,,MBA
2114692,,2.211,,MBA
2114696,,2.185,,MBA
2114700,,7.551,,OMB
2114704,,3.849,,MBA
2114706,,5.42,,MBA
2114707,,8.381,,MBA
2114709,,6.478,,MBA
2114712,,7.91,,MBA
2114717,,5.363,,MBA
2114718,,3.758,,MBA
2114719,,5.8,,OMB
2114723,,3.461,,MBA
2114727,,6.366,,MBA
2114731,,5.819,,MBA
2114733,,7.938,,MBA
2114735,,7.076,,MBA
2114739,,6.871,,OMB
2114740,,6.623,,MBA
2114743,,5.22,,MBA
2114745,,1.713,,MBA
2114747,,5.264,,MBA
2114748,,5.246,,MBA
2114749,,9.991,,OMB
2114750,,1.927,,MBA
2114752,,4.782,,MBA
2114757,,6.753,,MBA
2114758,,5.768,,OMB
2114759,,3.8,,MBA
2114770,,4.583,,MBA
2114772,,3.123,,MBA
2114773,,5.767,,MBA
2114774,,6.464,,MBA
2114775,,3.699,,MBA
2114780,,1.4,,MBA
2114786,,9.439,,MBA
2114787,,3.934,,MBA
2114789,,4.158,,MBA
2114791,,8.15,,MBA
2114799,,6.468,,MBA
2114801,,3.826,,MBA
2114802,,2.779,,MBA
2114805,,4.089,,MBA
2114807,,7.653,,MBA
2114809,,3.739,,MBA
2114814,,7.206,,MBA
2114817,,6.305,,MBA
2114819,,3.319,,MBA
2114823,,5.134,,MBA
2114830,,12.402,,OMB
2114833,,1.491,,MBA
2114836,,1.886,,MBA
2114837,,11.055,,OMB
2114840,,1.464,,MBA
2114846,,1.453,,MBA
2114849,,1.398,,MBA
2114850,,5.527,,MBA
2114852,,3.231,,MBA
2114858,,1.623,,MBA
2114859,,3.379,,MBA
2114861,,2.901,,MBA
2114862,,3.15,,MBA
2114863,,4.776,,MBA
2114867,,4.454,,MBA
2114871,,3.363,,MBA
2114872,,4.454,,MBA
2114873,,3.994,,MBA
2114881,,9.273,,MBA
2114882,,5.467,,MBA
2114884,,2.832,,MBA
2114885,,4.409,,MBA
2114890,,4.09,,MBA
2114891,,5.419,,MBA
2114894,,4.205,,MBA
2114895,,4.064,,MBA
2114896,,7.192,,MBA
2114897,,5.127,,MBA
2114898,,4.207,,MBA
2114899,,5.689,,MBA
2114901,,3.183,,MBA
2114902,,4.621,,MBA
2114910,,5.272,,MBA
2114911,,3.622,,MBA
2114917,,4.244,,MBA
2114920,,4.848,,MBA
2114924,,2.7,,MCA
2114926,,5.058,,OMB
2114929,,2.785,,MBA
2114932,,2.508,,MBA
2114933,,3.426,,MBA
2114939,,5.38,,MBA
2114941,,2.182,,MBA
2114945,,4.724,,MBA
2114954,,8.357,,OMB
2114955,,3.873,,MBA
2114960,,4.399,,MBA
2114962,,3.921,,MBA
2114964,,5.161,,MBA
2114968,,6.617,,OMB
2114969,,8.019,,MBA
2114973,,1.581,,MBA
2114976,,2.996,,MBA
2114978,,9.549,,MBA
2114979,,3.498,,MBA
2114980,,7.252,,OMB
2114982,,4.105,,MBA
2114988,,5.86,,MBA
2114991,,4.576,,MBA
2114995,,4.668,,MBA
2114997,,11.236,,OMB
2114998,,1.645,,MBA
2115001,,6.199,,MBA
2115003,,3.826,,MBA
2115004,,4.002,,MBA
2115005,,1.289,,MBA
2115006,,1.26,,MBA
2115007,,3.745,,MBA
2115009,,8.413,,MBA
2115011,,1.697,,MBA
2115012,,5.221,,MBA
2115013,,3.687,,MBA
2115015,,6.148,,MBA
2115016,,3.247,,MBA
2115017,,5.946,,MBA
2115019,,6.428,,MBA
2115029,,4.262,,MBA
2115032,,7.735,,OMB
2115036,,4.144,,MBA
2115040,,1.238,,MBA
2115041,,6.08,,MBA
2115042,,3.871,,MBA
2115043,,4.693,,MBA
2115044,,2.038,,MBA
2115047,,6.183,,MBA
2115051,,6.17,,MBA
2115053,,4.542,,MBA
2115055,,4.307,,MBA
2115059,,4.773,,MBA
2115064,,3.732,,MBA
2115066,,3.496,,MBA
2115069,,8.507,,OMB
2115070,,5.636,,MBA
2115074,,2.955,,MBA
2115080,,3.321,,MBA
2115088,,9.253,,OMB
2115089,,5.469,,MBA
2115091,,3.104,,MBA
2115092,,5.665,,MBA
2115095,,4.013,,MBA
2115097,,14.658,,OMB
2115098,,3.753,,MBA
2115103,,5.041,,MBA
2115112,,2.727,,MBA
2115114,,7.296,,MBA
2115121,,4.643,,OMB
2115122,,2.828,,MBA
2115127,,4.017,,MBA
2115128,,8.197,,MBA
2115129,,3.178,,MBA
2115131,,2.197,,MBA
2115138,,4.691,,MBA
2115139,,3.28,,MBA
2115147,,3.314,,MBA
2115149,,3.953,,MBA
2115151,,3.145,,OMB
2115159,,4.646,,MBA
2115163,,4.254,,MBA
2115165,,5.936,,OMB
2115170,,10.38,,OMB
2115176,,3.601,,MBA
2115177,,3.925,,MBA
2115178,,4.594,,MBA
2115181,,3.326,,MBA
2115183,,7.138,,MBA
2115185,,4.019,,MBA
2115193,,3.606,,MBA
2115194,,2.67,,MBA
2115195,,7.482,,MBA
2115196,,7.226,,MBA
2115197,,5.503,,MBA
2115198,,3.586,,MBA
2115200,,3.223,,MBA
2115201,,3.937,,MBA
2115203,,4.909,,MBA
2115206,,1.899,,MBA
2115211,,8.155,,MBA
2115214,,5.431,,MBA
2115215,,1.367,,MBA
2115217,,4.965,,MBA
2115218,,8.427,,MBA
2115220,,4.471,,MBA
2115221,,3.852,,MBA
2115222,,2.207,,MBA
2115223,,4.701,,MBA
2115224,,3.148,,MBA
2115225,,3.334,,MBA
2115226,,7.611,,MBA
2115230,,5.353,,OMB
2115231,,8.049,,MBA
2115232,,3.402,,MBA
2115240,,3.251,,MBA
2115246,,4.053,,MBA
2115252,,4.27,,MBA
2115256,,5.912,,MBA
2115257,,7.067,,MBA
2115260,,3.345,,MBA
2115262,,6.331,,MBA
2115266,,4.441,,MBA
2115270,,3.984,,MBA
2115271,,2.989,,MBA
2115275,,6.878,,MBA
2115281,,5.386,,MBA
2115282,,3.305,,MBA
2115284,,7.709,,MBA
2115285,,4.048,,MBA
2115287,,5.699,,MBA
2115289,,4.017,,MBA
2115290,,2.096,,MBA
2115292,,7.831,,OMB
2115294,,8.214,,MBA
2115295,,3.344,,MBA
2115297,,7.388,,MBA
2115299,,9.868,,MBA
2115306,,7.839,,MBA
2115307,,3.227,,MBA
2115312,,3.377,,MBA
2115313,,6.431,,OMB
2115314,,5.252,,MBA
2115316,,4.908,,MBA
2115318,,4.947,,MBA
2115319,,2.512,,MBA
2115321,,9.604,,MBA
2115328,,6.667,,MBA
2115329,,3.185,,MBA
2115332,,3.17,,MBA
2115335,,3.471,,MBA
2115337,,3.829,,MBA
2115338,,3.575,,MBA
2115340,,5.194,,OMB
2115344,,1.541,,MBA
2115347,,4.692,,MBA
2115348,,3.466,,MBA
2115349,,6.339,,MBA
2115350,,4.077,,MBA
2115351,,1.497,,MBA
2115352,,4.743,,MBA
2115353,,9.173,,MBA
2115355,,5.332,,MBA
2115360,,9.323,,MBA
2115361,,1.636,,MBA
2115363,,2.287,,MBA
2115367,,1.421,,MBA
2115371,,4.633,,MBA
2115377,,4.451,,MBA
2115379,,3.722,,MBA
2115380,,9.838,,OMB
2115382,,4.049,,MBA
2115385,,5.278,,MBA
2115387,,3.355,,MBA
2115388,,1.552,,MBA
2115390,,3.43,,MBA
2115394,,4.903,,MBA
2115395,,3.799,,MBA
2115396,,5.612,,MBA
2115403,,2.324,,MBA
2115407,,1.535,,MBA
2115408,,5.862,,MBA
2115410,,2.437,,MBA
2115411,,3.988,,MBA
2115413,,6.389,,MBA
2115414,,4.033,,MBA
2115415,,3.756,,MBA
2115416,,8.345,,OMB
2115417,,3.161,,MBA
2115419,,2.876,,MBA
2115422,,6.388,,OMB
2115425,,7.256,,OMB
2115427,,2.471,,MBA
2115428,,2.794,,MBA
2115432,,4.436,,MBA
2115433,,5.822,,MBA
2115434,,2.896,,MBA
2115435,,4.509,,MBA
2115436,,4.461,,MBA
2115437,,3.366,,MBA
2115440,,16.269,,OMB
2115445,,4.741,,MBA
2115448,,5.262,,MBA
2115451,,4.687,,MBA
2115452,,6.077,,MBA
2115453,,5.549,,MBA
2115455,,10.384,,MBA
2115458,,5.965,,MBA
2115460,,2.591,,MBA
2115461,,7.389,,MBA
2115463,,9.99,,OMB
2115464,,3.253,,MBA
2115467,,5.593,,MBA
2115468,,6.732,,MBA
2115471,,4.844,,MBA
2115474,,8.095,,MBA
2115477,,3.474,,MBA
2115479,,6.562,,MBA
2115480,,2.973,,MBA
2115488,,9.157,,MBA
2115491,,7.281,,MBA
2115494,,5.627,,MBA
2115495,,2.815,,MBA
2115496,,5.81,,OMB
2115498,,1.939,,MBA
2115501,,3.502,,MBA
2115502,,4.674,,MBA
2115503,,1.829,,MBA
2115504,,4.442,,MBA
2115506,,5.11,,MBA
2115508,,6.702,,OMB
2115509,,2.966,,MBA
2115512,,8.767,,MBA
2115514,,2.688,,MBA
2115517,,4.758,,MBA
2115518,,3.702,,MBA
2115519,,4.237,,MBA
2115523,,2.763,,MBA
2115526,,4.899,,MBA
2115532,,5.331,,MBA
2115533,,4.555,,MBA
2115535,,7.562,,MBA
2115536,,5.104,,MBA
2115538,,5.479,,MBA
2115540,,4.683,,MBA
2115541,,2.497,,MBA
2115545,,2.386,,MBA
2115546,,4.423,,MBA
2115548,,5.918,,MBA
2115549,,8.289,,MBA
2115550,,3.977,,MBA
2115555,,6.798,,MBA
2115559,,5.295,,MBA
2115561,,6.68,,MBA
2115562,,3.931,,MBA
2115563,,2.37,,MBA
2115564,,4.444,,MBA
2115565,,4.241,,MBA
2115567,,1.592,,MBA
2115568,,4.739,,MBA
2115571,,6.562,,MBA
2115575,,3.511,,MBA
2115576,,4.315,,MBA
2115577,,3.79,,MBA
2115580,,4.436,,MBA
2115581,,1.451,,MBA
2115582,,3.895,,MBA
2115583,,4.849,,MBA
2115584,,5.576,,MBA
2115589,,2.706,,MBA
2115590,,2.655,,MBA
2115592,,5.331,,MBA
2115593,,6.352,,MBA
2115594,,3.837,,MBA
2115596,,9.685,,MBA
2115597,,4.745,,MBA
2115603,,2.699,,MBA
2115604,,6.01,,MBA
2115605,,7.856,,MBA
2115606,,2.729,,MBA
2115607,,4.495,,MBA
2115613,,3.718,,MBA
2115615,,3.463,,MBA
2115617,,2.81,,MBA
2115618,,2.559,,MBA
2115619,,4.489,,MBA
2115620,,6.631,,MBA
2115622,,5.201,,OMB
2115624,,8.905,,OMB
2115625,,7.331,,OMB
2115637,,5.469,,MBA
2115638,,5.823,,MBA
2115641,,5.944,,MBA
2115642,,3.016,,MBA
2115644,,2.603,,MBA
2115645,,3.276,,MBA
2115647,,5.089,,MBA
2115648,,2.979,,MBA
2115649,,3.426,,MBA
2115655,,5.19,,MBA
2115656,,8.902,,MBA
2115657,,10.929,,MBA
2115658,,4.319,,MBA
2115659,,8.422,,MBA
2115660,,5.198,,MBA
2115662,,4.612,,MBA
2115664,,6.547,,MBA
2115665,,6.152,,MBA
2115670,,3.912,,MBA
2115671,,6.09,,MBA
2115672,,6.552,,MBA
2115673,,3.169,,MBA
2115674,,2.51,,MBA
2115676,,6.089,,MBA
2115679,,6.91,,OMB
2115683,,6.255,,MBA
