spkid,GM,diameter,extent,class
2026745,,4.399,,MBA
2026746,,8.523,,MBA
2026747,,3.776,,MBA
2026750,,4.964,,MBA
2026752,,5.059,,MBA
2026754,,3.407,,MBA
2026756,,3.54,,MBA
2026757,,6.106,,MBA
2026760,,5.4,,AMO
2026761,,16.835,,OMB
2026764,,2.778,,MBA
2026765,,2.646,,MBA
2026766,,6.02,,MBA
2026767,,3.277,,MBA
2026768,,5.536,,MBA
2026769,,7.37,,MBA
2026770,,1.854,,MBA
2026775,,5.25,,MBA
2026777,,2.604,,MBA
2026778,,5.846,,MBA
2026781,,3.117,,MBA
2026783,,3.029,,MBA
2026784,,6.379,,MBA
2026785,,5.894,,MBA
2026786,,2.575,,MBA
2026787,,7.275,,MBA
2026789,,11.159,,MBA
2026791,,4.488,,MBA
2026792,,6.681,,MBA
2026793,,7.712,,MBA
2026795,,2.722,,MBA
2026796,,2.826,,MBA
2026799,,4.836,,MBA
2026800,,5.336,,MBA
2026804,,1.671,,MBA
2026806,,11.888,,MBA
2026807,,11.17,,MBA
2026811,,2.492,,MBA
2026812,,2.593,,MBA
2026813,,2.608,,MBA
2026817,,1.172,,AMO
2026818,,7.674,,MBA
2026821,,15.555,,MBA
2026822,,2.637,,MCA
2026824,,5.011,,MBA
2026829,,5.144,,MBA
2026830,,9.073,,MBA
2026831,,7.052,,MBA
2026833,,11.479,,MBA
2026834,,6.011,,MBA
2026836,,3.927,,MBA
2026838,,3.969,,MBA
2026839,,7.131,,MBA
2026840,,3.25,,MBA
2026841,,5.701,,MBA
2026842,,5.428,,MBA
2026843,,2.527,,MBA
2026844,,2.957,,MBA
2026845,,5.247,,MBA
2026847,,10.524,,MBA
2026849,,4.767,,MBA
2026850,,7.621,,MBA
2026851,,6.048,,MBA
2026852,,3.731,,MBA
2026853,,6.182,,MBA
2026855,,9.243,,MBA
2026856,,6.013,,MBA
2026858,,6.333,,MCA
2026861,,2.755,,MBA
2026863,,7.463,,OMB
2026864,,6.412,,MBA
2026865,,2.397,,MBA
2026868,,5.789,,MBA
2026870,,3.871,,MBA
2026871,,9.733,,MBA
2026872,,2.416,,MBA
2026873,,4.344,,MBA
2026874,,12.814,,MBA
2026875,,4.776,,MBA
2026876,,7.713,,MBA
2026877,,7.385,,MBA
2026878,,10.945,,MBA
2026879,,2.956,,MCA
2026880,,3.133,,MBA
2026881,,2.263,,MBA
2026882,,2.561,,MBA
2026884,,5.602,,MBA
2026885,,3.308,,MBA
2026886,,2.97,,MBA
2026888,,3.095,,MBA
2026892,,5.352,,MBA
2026895,,9.715,,MBA
2026897,,4.3,,MBA
2026898,,5.369,,MBA
2026899,,3.898,,MBA
2026901,,1.677,,MBA
2026902,,2.655,,MBA
2026903,,4.908,,MBA
2026907,,6.399,,MBA
2026909,,3.206,,MBA
2026910,,3.405,,MBA
2026911,,3.457,,MBA
2026912,,5.538,,MBA
2026914,,3.061,,MBA
2026916,,3.484,,IMB
2026917,,11.081,,MBA
2026918,,4.3,,MBA
2026919,,13.035,,MBA
2026920,,1.52,,IMB
2026921,,9.352,,OMB
2026922,,10.686,,MBA
2026924,,7.057,,MBA
2026925,,7.905,,MBA
2026926,,5.602,,MBA
2026928,,2.43,,MBA
2026929,,13.722,,OMB
2026930,,3.033,,MBA
2026931,,2.114,,MBA
2026932,,1.923,,MBA
2026940,,3.053,,MBA
2026942,,3.772,,MBA
2026943,,3.477,,MBA
2026944,,2,,MBA
2026945,,3.36,,MBA
2026946,,2.468,,MBA
2026948,,2.276,,MBA
2026949,,3.041,,MBA
2026950,,2.141,,MBA
2026952,,3.96,,MBA
2026953,,2.535,,MBA
2026955,,2.949,,MBA
2026957,,4.46,,MBA
2026959,,8.127,,MBA
2026962,,5.63,,MBA
2026964,,3.604,,MBA
2026967,,7.303,,MBA
2026968,,10.319,,MBA
2026971,,2.997,,MBA
2026972,,5.584,,MBA
2026973,,4.549,,MBA
2026974,,5.322,,MBA
2026976,,8.912,,MBA
2026977,,6.624,,MBA
2026978,,7.998,,MBA
2026979,,6.327,,MBA
2026981,,2.697,,MBA
2026982,,6.368,,MBA
2026984,,14.874,,MBA
2026985,,10.869,,MBA
2026986,,5.815,,MBA
2026988,,8.582,,MBA
2026989,,8.586,,MBA
2026990,,7.28,,MBA
2026991,,6.045,,MBA
2026993,,4.007,,MBA
2026994,,6.704,,MBA
2026995,,6.627,,MBA
2026997,,15.329,,OMB
2026998,,8.988,,OMB
2026999,,5.778,,MBA
2027000,,15.111,,OMB
2027001,,12.973,,MBA
2027003,,5.179,,MBA
2027004,,6.746,,MBA
2027005,,6.198,,MBA
2027006,,2.169,,MBA
2027009,,3.716,,MBA
2027010,,8.06,,MBA
2027012,,2.34,,MBA
2027013,,6.642,,MBA
2027014,,3.045,,MBA
2027015,,4.038,,MBA
2027018,,2.35,,MBA
2027020,,3.159,,MBA
2027021,,2.712,,MBA
2027022,,2.027,,MBA
2027023,,4.284,,MBA
2027024,,2.369,,MBA
2027025,,2.007,,MBA
2027026,,10.423,,MBA
2027027,,7.445,,MBA
2027028,,3.688,,MBA
2027029,,2.416,,MBA
2027032,,2.104,,MBA
2027033,,2.658,,MBA
2027034,,2.445,,MBA
2027035,,2.37,,MBA
2027036,,2.517,,MBA
2027037,,2.822,,MBA
2027038,,2.9,,MBA
2027039,,2.76,,MBA
2027040,,4.024,,MBA
2027041,,2.007,,MBA
2027042,,1.902,,MBA
2027043,,3,,MBA
2027046,,2.813,,MBA
2027047,,2.321,,MBA
2027048,,3.17,,MBA
2027049,,10.04,,MBA
2027050,,2.576,,MBA
2027052,,4.01,,MBA
2027053,,1.909,,MBA
2027054,,3.475,,MBA
2027055,,3.107,,MBA
2027056,,6.649,,MBA
2027057,,2.723,,MCA
2027058,,3.103,,MBA
2027059,,1.929,,MBA
2027060,,3.485,,MBA
2027063,,1.918,,MBA
2027064,,5.761,,MBA
2027065,,4.34,,MBA
2027066,,3.891,,MBA
2027067,,2.633,,MBA
2027068,,6.103,,MBA
2027070,,2.983,,MBA
2027071,,2.489,,MBA
2027072,,7.596,,MBA
2027073,,3.759,,MBA
2027076,,3.227,,MBA
2027078,,2.976,,MBA
2027080,,3.992,,MBA
2027081,,2.103,,MBA
2027082,,3.503,,MBA
2027083,,2.114,,MBA
2027084,,1.607,,MBA
2027085,,3.551,,MBA
2027087,,3.572,,MBA
2027090,,3.187,,MBA
2027091,,4.201,,MBA
2027093,,2.69,,MBA
2027094,,3.169,,MBA
2027095,,2.501,,MBA
2027096,,2.3,,MBA
2027097,,3.239,,MBA
2027102,,3.472,,MBA
2027106,,2.691,,MBA
2027107,,3.846,,MBA
2027108,,3.898,,MBA
2027109,,19.988,,MBA
2027111,,5.255,,MBA
2027112,,8.8,,MBA
2027113,,2.81,,MBA
2027114,,6.148,,OMB
2027115,,8.883,,MBA
2027118,,7.753,,MBA
2027120,,2.716,,MBA
2027121,,2.67,,MBA
2027124,,9.332,,MBA
2027126,,4.946,,MBA
2027127,,4.299,,MBA
2027129,,7.88,,MBA
2027130,,4.805,,MBA
2027131,,2.724,,MBA
2027132,,2.128,,MBA
2027134,,5.159,,MBA
2027135,,5.297,,MBA
2027136,,6.783,,MBA
2027137,,3.545,,MBA
2027138,,3.538,,MBA
2027139,,7.905,,MBA
2027140,,5.669,,MBA
2027141,,3.176,,MBA
2027142,,12.141,,MBA
2027143,,2.7,,MBA
2027144,,10.523,,MBA
2027145,,3.651,,MBA
2027146,,7.4,,MBA
2027147,,5.116,,MBA
2027148,,8.678,,MBA
2027150,,9.06,,MBA
2027151,,7.269,,MBA
2027152,,4.056,,MBA
2027153,,7.593,,MBA
2027154,,7.543,,MBA
2027155,,8.953,,MBA
2027156,,2.918,,MBA
2027157,,7.886,,MBA
2027158,,8.348,,MBA
2027160,,7.691,,MBA
2027162,,4.813,,MBA
2027163,,2.757,,MBA
2027164,,3.977,,MBA
2027165,,6.948,,MBA
2027166,,2.223,,MBA
2027167,,7.03,,MBA
2027168,,3.39,,MBA
2027169,,8.174,,MBA
2027170,,2.184,,MBA
2027171,,6.913,,MBA
2027172,,5.828,,MBA
2027174,,7.753,,MBA
2027175,,7.846,,MBA
2027176,,5.048,,MBA
2027177,,12.161,,OMB
2027178,,3.201,,MBA
2027179,,5.623,,MBA
2027180,,5.265,,MBA
2027182,,10.399,,MBA
2027183,,7.284,,MBA
2027184,,3.8,,MBA
2027185,,5.085,,MBA
2027187,,6.008,,MBA
2027188,,5.679,,MBA
2027189,,15.867,,OMB
2027190,,7.688,,MBA
2027191,,5.617,,MBA
2027195,,11.813,,OMB
2027196,,11.053,,MBA
2027199,,5.065,,MBA
2027200,,3.172,,MBA
2027201,,5.804,,MBA
2027202,,7.651,,MBA
2027203,,9.288,,MBA
2027204,,7.236,,MBA
2027205,,6.057,,MBA
2027206,,8.751,,OMB
2027207,,7.347,,MBA
2027209,,5.601,,MBA
2027210,,4.304,,MBA
2027211,,5.192,,MBA
2027212,,4.177,,MBA
2027213,,5.839,,MBA
2027214,,5.55,,MBA
2027215,,4.352,,MBA
2027216,,3.656,,MBA
2027217,,6.723,,MBA
2027219,,9.354,,MBA
2027220,,15.381,,MBA
2027222,,7.506,,MBA
2027223,,16.434,,MBA
2027225,,7.301,,MBA
2027226,,22.724,,OMB
2027227,,10.068,,MBA
2027229,,9.217,,MBA
2027230,,3.732,,MBA
2027231,,8.014,,MBA
2027232,,4.534,,MBA
2027236,,2.721,,MBA
2027238,,4.143,,MBA
2027240,,4.104,,MBA
2027241,,2.256,,MBA
2027243,,3.016,,MBA
2027244,,4.021,,MBA
2027250,,3.735,,MBA
2027251,,6.465,,MBA
2027252,,5.959,,MBA
2027253,,4.34,,MBA
2027256,,3.994,,MBA
2027257,,2.963,,MBA
2027258,,2.552,,MBA
2027259,,8.316,,MBA
2027260,,4.865,,MBA
2027261,,5.671,,MBA
2027265,,2.569,,MBA
2027267,,2.552,,MBA
2027268,,3.286,,MBA
2027269,,3.259,,MBA
2027271,,10.427,,MBA
2027272,,7.023,,MBA
2027274,,1.728,,MBA
2027275,,6.279,,MBA
2027276,,3.087,,MBA
2027277,,2.079,,MBA
2027278,,5.507,,MBA
2027280,,3.424,,MBA
2027281,,4.243,,MBA
2027283,,6.268,,MBA
2027285,,3.273,,MBA
2027286,,2.614,,MBA
2027290,,4.902,,MBA
2027291,,2,,MBA
2027292,,7.118,,MBA
2027294,,6.311,,MBA
2027295,,6.543,,MBA
2027296,,4.346,,MBA
2027297,,4.344,,MBA
2027300,,4.752,,MBA
2027301,,2.505,,MBA
2027302,,2.191,,MBA
2027303,,2.717,,MBA
2027304,,1.785,,MBA
2027305,,13.3,,MBA
2027306,,4.738,,MBA
2027308,,4.739,,MBA
2027310,,5.036,,MBA
2027311,,6.253,,MBA
2027312,,7,,MBA
2027313,,3.709,,MBA
2027314,,3.222,,MBA
2027315,,3.532,,MBA
2027317,,2.34,,MBA
2027319,,5.416,,MBA
2027321,,20.765,,MBA
2027323,,2.842,,MBA
2027324,,5.53,,MBA
2027325,,3.995,,MBA
2027326,,3.967,,MBA
2027329,,2.371,,MBA
2027330,,2.756,,MBA
2027331,,6.26,,MBA
2027333,,12.857,,MBA
2027334,,4.16,,MBA
2027335,,7.481,,MBA
2027336,,2.116,,MBA
2027338,,4.334,,MBA
2027339,,4.884,,MBA
2027340,,11.974,,MBA
2027341,,3.08,,MBA
2027343,,2.864,,MBA
2027344,,2.757,,MBA
2027346,,1.802,,AMO
2027347,,2.291,,MBA
2027348,,2.602,,MBA
2027349,,5.54,,MBA
2027350,,2.98,,MBA
2027351,,2.451,,MCA
2027354,,7.332,,MBA
2027355,,6.088,,MBA
2027356,,3.661,,MBA
2027359,,19.647,,OMB
2027360,,16.659,,MBA
2027361,,13.528,,OMB
2027363,,7.427,,MBA
2027364,,5.804,,MBA
2027365,,2.558,,MBA
2027366,,8.98,,MBA
2027367,,3.036,,MBA
2027368,,2.688,,MBA
2027369,,8.433,,MBA
2027370,,10.509,,MBA
2027371,,8.989,,MBA
2027372,,6.563,,MBA
2027373,,3.031,,MBA
2027374,,4.914,,MBA
2027376,,5.071,,MBA
2027377,,1.862,,MBA
2027378,,8.988,,MBA
2027379,,5.115,,MBA
2027380,,2.395,,MBA
2027381,,3.148,,MBA
2027385,,2.685,,MBA
2027386,,2.229,,MBA
2027387,,4.034,,MBA
2027388,,5.017,,MBA
2027389,,4.941,,MBA
2027394,,7.856,,MBA
2027395,,5.419,,MBA
2027396,,23.853,,MBA
2027397,,3.793,,MBA
2027398,,4.586,,MBA
2027399,,2.739,,MBA
2027400,,3.24,,MBA
2027402,,6.129,,MBA
2027403,,3.318,,MBA
2027404,,9.894,,MBA
2027406,,5.964,,MBA
2027407,,4.653,,MBA
2027408,,3.433,,MBA
2027409,,2.359,,MBA
2027410,,1.851,,MBA
2027411,,3.076,,MBA
2027412,,4.276,,MBA
2027413,,1.981,,MBA
2027414,,5.002,,MBA
2027415,,3.445,,MBA
2027416,,2.641,,MBA
2027418,,16.421,,MBA
2027419,,6.262,,MBA
2027420,,7.238,,MBA
2027421,,8.724,,MBA
2027422,,3.648,,MBA
2027423,,2.032,,MBA
2027425,,2.16,,MBA
2027427,,13.895,,MBA
2027430,,4.182,,MBA
2027432,,5.454,,MBA
2027433,,7.742,,MBA
2027434,,6.952,,MBA
2027435,,4.618,,MBA
2027436,,8.175,,MBA
2027437,,3.197,,MBA
2027438,,6.85,,MBA
2027441,,6.851,,MBA
2027442,,6.079,,MBA
2027443,,8.326,,MBA
2027444,,11.257,,MBA
2027447,,3.321,,MBA
2027448,,5.499,,MBA
2027451,,9.141,,MBA
2027452,,7.565,,MBA
2027454,,5.779,,MBA
2027456,,3.117,,MBA
2027459,,2.354,,MBA
2027460,,3.528,,MBA
2027461,,8.812,,MBA
2027463,,3.366,,MBA
2027464,,4.442,,MBA
2027465,,3.54,,MBA
2027466,,3.728,,MBA
2027467,,3.284,,MBA
2027468,,5.826,,MBA
2027469,,5.629,,MBA
2027470,,3.199,,MBA
2027471,,8.482,,MBA
2027472,,9.434,,MBA
2027473,,9.924,,MBA
2027474,,4.104,,MBA
2027475,,3.321,,MBA
2027476,,15.508,,MBA
2027477,,17.278,,MBA
2027479,,5.299,,MBA
2027480,,1.544,,MBA
2027481,,5.67,,MBA
2027482,,4.884,,MBA
2027485,,7.053,,MBA
2027486,,8.514,,MBA
2027487,,4.234,,MBA
2027488,,7.216,,MBA
2027489,,3.396,,MBA
2027493,,6.911,,MBA
2027494,,4.424,,MBA
2027495,,8.264,,MBA
2027496,,11.653,,MBA
2027497,,8.258,,MBA
2027498,,12.214,,MBA
2027499,,8.66,,OMB
2027500,,11.483,,MBA
2027501,,3.414,,MBA
2027502,,3.475,,MBA
2027503,,2.709,,MBA
2027504,,5.538,,MBA
2027505,,7.75,,MBA
2027506,,5.855,,MBA
2027508,,10.129,,MBA
2027509,,6.399,,MBA
2027510,,5.32,,MBA
2027511,,2.522,,MBA
2027512,,2.235,,MBA
2027513,,4.17,,MBA
2027514,,4.85,,MBA
2027516,,7.329,,MBA
2027518,,12.08,,MBA
2027519,,3.537,,MBA
2027520,,8.93,,MBA
2027525,,2.986,,MBA
2027526,,5.259,,MBA
2027528,,9.981,,MBA
2027529,,2.81,,MBA
2027530,,8.836,,MBA
2027531,,6.632,,MBA
2027532,,6.066,,MBA
2027533,,7.031,,MBA
2027535,,4.101,,MBA
2027536,,4,,MBA
2027537,,12.165,,MBA
2027539,,2.673,,MBA
2027541,,8.619,,MBA
2027542,,7.954,,MBA
2027543,,11.746,,MBA
2027544,,8.93,,MBA
2027545,,5.483,,MBA
2027546,,3.594,,MBA
2027547,,11.796,,MBA
2027548,,4.146,,MBA
2027550,,10.362,,MBA
2027552,,9.343,,MBA
2027553,,8.029,,MBA
2027554,,4.725,,MBA
2027555,,9.054,,MBA
2027557,,11.356,,OMB
2027558,,8.404,,OMB
2027559,,14.365,,OMB
2027560,,5.254,,MBA
2027561,,20.268,,OMB
2027562,,14.759,,MBA
2027563,,5.275,,MBA
2027564,,3.395,,MBA
2027565,,5.69,,MBA
2027566,,4.616,,MBA
2027568,,1.816,,IMB
2027569,,9.605,,MBA
2027571,,7.833,,MBA
2027572,,7.212,,MBA
2027573,,4.087,,MBA
2027574,,5.69,,MBA
2027575,,11.913,,MBA
2027577,,3.64,,MBA
2027579,,5.108,,MBA
2027580,,2.911,,MBA
2027581,,6.514,,MBA
2027582,,3.091,,MBA
2027583,,4.39,,MBA
2027584,,3.377,,MBA
2027586,,3.736,,MBA
2027587,,4.645,,MBA
2027588,,6.689,,MBA
2027590,,12.891,,MBA
2027592,,3.982,,MBA
2027594,,3.685,,MBA
2027596,,5.572,,MBA
2027598,,7.579,,MBA
2027600,,7.49,,MBA
2027605,,6.218,,MBA
2027610,,2.993,,MBA
2027611,,2.933,,MBA
2027613,,2.079,,MBA
2027614,,4.571,,MBA
2027616,,3.44,,MBA
2027618,,2.675,,MBA
2027620,,4.809,,MBA
2027621,,9.978,,MBA
2027622,,2.25,,MBA
2027623,,4.367,,MBA
2027624,,8.74,,MBA
2027626,,6.425,,MBA
2027627,,3.006,,MBA
2027628,,3.521,,MBA
2027631,,6.051,,MBA
2027632,,2.748,,MBA
2027633,,4.017,,MBA
2027635,,2.537,,MBA
2027636,,2.757,,MBA
2027638,,2.761,,MBA
2027643,,1.728,,MBA
2027644,,2.595,,MBA
2027645,,5.075,,MBA
2027646,,2.393,,MBA
2027649,,8.885,,MBA
2027656,,9.808,,MBA
2027658,,8.919,,MBA
2027659,,7.758,,MBA
2027660,,9.831,,MBA
2027662,,4.22,,MBA
2027664,,3.308,,MBA
2027666,,2.196,,MBA
2027667,,7.824,,MBA
2027669,,7.393,,MBA
2027670,,3.362,,MBA
2027674,,2.767,,MBA
2027675,,5.089,,MBA
2027678,,4.337,,MBA
2027679,,3.561,,MBA
2027681,,7.165,,MBA
2027682,,1.782,,MBA
2027683,,5.078,,MBA
2027684,,3.533,,MBA
2027685,,4.046,,MBA
2027687,,10.599,,MBA
2027688,,2.781,,MBA
2027690,,3.852,,MBA
2027691,,6.283,,MBA
2027692,,5.026,,MBA
2027693,,2.209,,MBA
2027694,,5.273,,MBA
2027697,,3.034,,MBA
2027698,,1.804,,MBA
2027699,,5.553,,MBA
2027700,,2.931,,MBA
2027701,,1.435,,MBA
2027702,,8.896,,MBA
2027703,,5.364,,MBA
2027705,,4.616,,MBA
2027706,,10.911,,MBA
2027707,,4.353,,MBA
2027708,,6.178,,MBA
2027709,,8.087,,MBA
2027711,,3.336,,MBA
2027714,,3.033,,MBA
2027715,,6.395,,MBA
2027716,,6.264,,MBA
2027717,,2.299,,MBA
2027719,,14.955,,OMB
2027720,,2.839,,MBA
2027722,,7.146,,MBA
2027723,,17.925,,MBA
2027724,,3.016,,MBA
2027725,,5.3,,MBA
2027726,,9.615,,MBA
2027728,,9.629,,OMB
2027730,,13.407,,MBA
2027732,,5.499,,MBA
2027733,,7.224,,MBA
2027734,,3.819,,MBA
2027735,,10.426,,MBA
2027736,,16.788,,MBA
2027737,,3.338,,MBA
2027738,,14.529,,MBA
2027739,,2.153,,MBA
2027740,,4.736,,MBA
2027741,,6.697,,MBA
2027742,,5.035,,MBA
2027743,,13.768,,MBA
2027744,,2.315,,MBA
2027746,,4.941,,MBA
2027747,,9.554,,MBA
2027748,,4.452,,MBA
2027749,,3.449,,MBA
2027750,,4.174,,MBA
2027751,,3.304,,MBA
2027752,,5.263,,MBA
2027753,,2.719,,MBA
2027754,,11.47,,MBA
2027755,,2.74,,MBA
2027757,,3.553,,MBA
2027758,,5.326,,MBA
2027759,,8.551,,MBA
2027761,,2.431,,MBA
2027764,,5.671,,MBA
2027765,,2.614,,MBA
2027766,,2.193,,MBA
2027767,,13.455,,MBA
2027768,,2.527,,MBA
2027769,,5.964,,MBA
2027770,,3.696,,MBA
2027771,,4.018,,MBA
2027773,,2.059,,MBA
2027774,,5.846,,MBA
2027775,,4.228,,MBA
2027778,,4.494,,MBA
2027779,,5.942,,MBA
2027781,,2.473,,MBA
2027782,,2.197,,MBA
2027783,,4.383,,MBA
2027784,,4.246,,MBA
2027785,,5.742,,MBA
2027786,,4.782,,MBA
2027787,,9.511,,MBA
2027788,,13.494,,MBA
2027789,,9.355,,MBA
2027790,,11.394,,MBA
2027791,,3.073,,MBA
2027792,,8.865,,MBA
2027793,,3.156,,MBA
2027797,,2.218,,MBA
2027798,,3.558,,MBA
2027799,,2.189,,MBA
2027800,,2.226,,MBA
2027801,,2.142,,MBA
2027802,,7.807,,MBA
2027803,,9.256,,OMB
2027805,,2.957,,MBA
2027807,,9.15,,MBA
2027808,,2.716,,MBA
2027809,,3.371,,MBA
2027811,,7.214,,MBA
2027815,,6.27,,MBA
2027816,,3.896,,MBA
2027820,,3.472,,MBA
2027821,,8.118,,OMB
2027825,,4.763,,MBA
2027827,,9.202,,MBA
2027828,,8.187,,MBA
2027829,,10.203,,MBA
2027830,,6.478,,MBA
2027831,,5.025,,MBA
2027833,,2.933,,MBA
2027834,,3.038,,MBA
2027835,,6.856,,MBA
2027836,,2.813,,MBA
2027837,,2.814,,MBA
2027838,,2.475,,MBA
2027842,,5.368,,MBA
2027843,,2.205,,MBA
2027844,,3.851,,MBA
2027845,,4.417,,MBA
2027847,,2.873,,MBA
2027848,,2.535,,MBA
2027849,,3.16,,MBA
2027850,,2.893,,MBA
2027851,,9.552,,MBA
2027856,,3.052,,MBA
2027857,,4.433,,MBA
2027858,,4.953,,MBA
2027860,,5.231,,MBA
2027861,,5.732,,MBA
2027864,,4.841,,MBA
2027865,,7.534,,MBA
2027866,,3.235,,MBA
2027867,,7.082,,MBA
2027871,,4.139,,MBA
2027872,,2.235,,MBA
2027873,,2.17,,MBA
2027874,,1.965,,MBA
2027877,,2.105,,MBA
2027878,,2.386,,MBA
2027879,,3.314,,MBA
2027880,,2.205,,MBA
2027884,,2.807,,MBA
2027885,,5.311,,MBA
2027886,,2.905,,MBA
2027887,,3.333,,MBA
2027889,,2.739,,MBA
2027890,,8.111,,MBA
2027891,,8.904,,MBA
2027893,,3.788,,MBA
2027896,,4.466,,MBA
2027897,,5.459,,MBA
2027898,,3.117,,MBA
2027900,,9.48,,MBA
2027901,,8.85,,MBA
2027903,,5.211,,MBA
2027904,,5.806,,MBA
2027905,,8.851,,MBA
2027906,,8.623,,MBA
2027907,,6.585,,MBA
2027909,,10.002,,MBA
2027910,,3.835,,MBA
2027911,,12.226,,MBA
2027912,,6.118,,MBA
2027913,,5.974,,MBA
2027914,,3.538,,MBA
2027917,,8.592,,MBA
2027918,,10.788,,OMB
2027919,,6.58,,MBA
2027920,,16.445,,MBA
2027921,,8.727,,MBA
2027922,,9.997,,MBA
2027930,,4.671,,MBA
2027935,,2.012,,MBA
2027937,,2.756,,MBA
2027938,,9.334,,MBA
2027939,,2.983,,MBA
2027941,,2.961,,MBA
2027944,,2.898,,MBA
2027945,,3.318,,MBA
2027947,,5.29,,MBA
2027949,,3.492,,MBA
2027952,,2.753,,MBA
2027955,,4.461,,MBA
2027956,,4.062,,MBA
2027957,,2.85,,MBA
2027958,,2.703,,MBA
2027959,,2.251,,MBA
2027960,,3.735,,MBA
2027965,,2.614,,MBA
2027970,,2.661,,MBA
2027972,,5.78,,MBA
2027982,,4.978,,MBA
2027984,,3.131,,MBA
2027985,,5.51,,MBA
2027987,,5.825,,MBA
2027989,,11.154,,MBA
2027990,,9.389,,MBA
2027992,,9.843,,MBA
2027994,,9.803,,MBA
2027995,,2.056,,MCA
2027996,,7.398,,MBA
2027997,,2.393,,MBA
2027998,,3.685,,MBA
2028000,,6.331,,MBA
2028001,,6.701,,MBA
2028002,,9.332,,MBA
2028003,,7.761,,MBA
2028004,,5.988,,MBA
2028005,,15.157,,MBA
2028006,,5.792,,MBA
2028007,,7.119,,MBA
2028008,,6.822,,MBA
2028009,,5.898,,MBA
2028010,,6.351,,MBA
2028011,,5.041,,MBA
2028012,,4.09,,MBA
2028014,,9.054,,MBA
2028016,,16.921,,MBA
2028017,,6.02,,MCA
2028018,,8.276,,MBA
2028021,,9.707,,MBA
2028022,,14.383,,MBA
2028023,,5.861,,MBA
2028024,,10.632,,MBA
2028028,,5.671,,MBA
2028029,,15.659,,OMB
2028030,,8.39,,MBA
2028031,,3.691,,MBA
2028032,,8.487,,MBA
2028033,,5.83,,MBA
2028036,,9.615,,MBA
2028037,,4.805,,MBA
2028039,,3.846,,MBA
2028040,,7.536,,OMB
2028041,,15.822,,OMB
2028043,,2.969,,MBA
2028044,,3.634,,MBA
2028046,,5.536,,MBA
2028049,,3.436,,MBA
2028050,,2.851,,MBA
2028052,,2.976,,MBA
2028053,,7.947,,MBA
2028055,,4.342,,MBA
2028056,,7.676,,MBA
2028058,,2.753,,MBA
2028059,,8.552,,MBA
2028060,,12.666,,OMB
2028061,,5.837,,MBA
2028062,,2.143,,MBA
2028063,,3.695,,MBA
2028067,,5.409,,MBA
2028068,,2.332,,MBA
2028070,,4.847,,MBA
2028071,,4.745,,MBA
2028073,,3.679,,MBA
2028074,,4.179,,MBA
2028077,,2.15,,MBA
2028079,,17.202,,MBA
2028081,,2.429,,MBA
2028082,,5.258,,MBA
2028083,,3.641,,MBA
2028086,,6.673,,MBA
2028089,,6.664,,MBA
2028092,,1.963,,MBA
2028094,,2.904,,MBA
2028097,,3.537,,MBA
2028100,,4.338,,MBA
2028102,,1.842,,MBA
2028103,,2.354,,MBA
2028104,,1.733,,MBA
2028105,,6.727,,MBA
2028106,,2.494,,MBA
2028107,,4.511,,MBA
2028110,,3.856,,MBA
2028112,,2.085,,MBA
2028113,,2.749,,MBA
2028114,,3.023,,MBA
2028115,,2.09,,MBA
2028116,,11.058,,MBA
2028118,,2.662,,MBA
2028119,,2.447,,MBA
2028120,,2.158,,MBA
2028121,,2.328,,MBA
2028122,,5.614,,MBA
2028124,,3.994,,MBA
2028125,,2.693,,MBA
2028126,,3.129,,MBA
2028128,,2.048,,MBA
2028129,,3.507,,MBA
2028130,,2.456,,MBA
2028131,,2.176,,MBA
2028132,,3.209,,MBA
2028133,,3.358,,MBA
2028134,,4.815,,MBA
2028135,,3.241,,MBA
2028136,,1.931,,MBA
2028138,,7.71,,MBA
2028139,,5.462,,MBA
2028140,,3.339,,MBA
2028141,,7.985,,MBA
2028142,,1.925,,MBA
2028144,,3.974,,MBA
2028145,,3.172,,MBA
2028146,,4.741,,MBA
2028147,,3.842,,MBA
2028151,,4.856,,MBA
2028153,,2.219,,MBA
2028155,,2.293,,MBA
2028156,,6.374,,MBA
2028157,,3.368,,MBA
2028158,,2.654,,MBA
2028159,,2.414,,MBA
2028160,,2.61,,MBA
2028163,,5.691,,MBA
2028165,,3.423,,MBA
2028167,,3.647,,MBA
2028169,,6.213,,MBA
2028174,,5.267,,MBA
2028177,,5.794,,MBA
2028178,,3.046,,MBA
2028180,,4.717,,MBA
2028181,,3.019,,MBA
2028183,,4.588,,MBA
2028184,,2.015,,MBA
2028185,,3.754,,MBA
2028186,,2.578,,MBA
2028188,,8.169,,MBA
2028191,,5.734,,MBA
2028192,,9.258,,MBA
2028193,,2.211,,MBA
2028195,,3.676,,MBA
2028196,,3.083,,MBA
2028197,,2.187,,MBA
2028198,,5.674,,MBA
2028199,,9.882,,MBA
2028201,,3.747,,MBA
2028202,,2.394,,MBA
2028203,,1.761,,MCA
2028204,,2.33,,MBA
2028207,,2.981,,MBA
2028209,,5.218,,MBA
2028210,,2.203,,MBA
2028211,,2.882,,MBA
2028213,,4.265,,MBA
2028215,,3.164,,MBA
2028216,,3.34,,MBA
2028217,,2.649,,MBA
2028218,,2.394,,MBA
2028221,,4.489,,MBA
2028222,,3.472,,MBA
2028223,,6.368,,MBA
2028224,,2.244,,MBA
